month,payer_id,location_id,claims,denied_claims,denied_amount,allowed_amount,denial_reason_id
2022-09-30,PY004,LC0048,1,0,0.0,229.33,
2022-09-30,PY004,LC0049,12,0,0.0,9068.97,
2022-09-30,PY004,LC0052,13,0,0.0,9139.56,
2022-09-30,PY004,LC0053,3,0,0.0,2988.41,
2022-09-30,PY005,LC0001,15,0,0.0,18692.89,
2022-09-30,PY005,LC0002,1,0,0.0,419.98,
2022-09-30,PY005,LC0003,2,0,0.0,1317.93,
2022-09-30,PY005,LC0004,3,1,192.91,1007.44,DR017
2022-09-30,PY005,LC0005,13,0,0.0,10983.51,
2022-09-30,PY005,LC0006,3,0,0.0,2206.0699999999997,
2022-09-30,PY005,LC0007,2,0,0.0,1575.54,
2022-09-30,PY005,LC0008,3,1,402.22,2915.4500000000003,DR004
2022-09-30,PY005,LC0009,13,0,0.0,6197.92,
2022-09-30,PY005,LC0010,2,1,392.96,1037.82,DR023
2022-09-30,PY005,LC0011,9,1,445.81,6186.23,DR020
2022-09-30,PY005,LC0013,6,0,0.0,2027.21,
2022-09-30,PY005,LC0014,2,0,0.0,297.96,
2022-09-30,PY005,LC0015,13,1,3118.07,12494.0,DR005
2022-09-30,PY005,LC0017,3,0,0.0,2551.1099999999997,
2022-09-30,PY005,LC0018,4,0,0.0,2975.3,
2022-09-30,PY005,LC0019,16,0,0.0,11982.64,
2022-09-30,PY005,LC0020,2,0,0.0,2150.89,
2022-09-30,PY005,LC0021,3,0,0.0,929.7,
2022-09-30,PY005,LC0022,6,0,0.0,3631.75,
2022-09-30,PY005,LC0023,2,0,0.0,2904.26,
2022-09-30,PY005,LC0024,1,0,0.0,254.25,
2022-09-30,PY005,LC0025,3,1,211.43,3369.12,DR012
2022-09-30,PY005,LC0026,6,1,500.86,3625.39,DR003
2022-09-30,PY005,LC0027,5,0,0.0,2245.6,
2022-09-30,PY005,LC0028,19,4,3905.45,24037.3,DR020
2022-09-30,PY005,LC0029,2,0,0.0,1944.69,
2022-09-30,PY005,LC0030,3,1,109.34,978.63,DR020
2022-09-30,PY005,LC0031,11,1,177.79,10052.84,DR011
2022-09-30,PY005,LC0032,5,0,0.0,1859.51,
2022-09-30,PY005,LC0033,4,0,0.0,3619.06,
2022-09-30,PY005,LC0034,1,0,0.0,1567.75,
2022-09-30,PY005,LC0035,8,0,0.0,5794.32,
2022-09-30,PY005,LC0036,3,0,0.0,871.8,
2022-09-30,PY005,LC0037,7,0,0.0,3253.89,
2022-09-30,PY005,LC0038,2,0,0.0,497.55,
2022-09-30,PY005,LC0039,5,0,0.0,1932.02,
2022-09-30,PY005,LC0041,6,1,1751.92,5461.66,DR018
2022-09-30,PY005,LC0042,10,0,0.0,4167.85,
2022-09-30,PY005,LC0043,9,0,0.0,12296.53,
2022-09-30,PY005,LC0045,2,0,0.0,777.6600000000001,
2022-09-30,PY005,LC0046,7,0,0.0,3916.12,
2022-09-30,PY005,LC0047,9,1,311.99,6931.27,DR020
2022-09-30,PY005,LC0048,2,0,0.0,3365.44,
2022-09-30,PY005,LC0049,17,0,0.0,7354.17,
2022-09-30,PY005,LC0052,14,2,2083.87,15191.37,DR002
2022-09-30,PY006,LC0001,12,1,527.95,10868.75,DR017
2022-09-30,PY006,LC0003,1,0,0.0,880.73,
2022-09-30,PY006,LC0004,2,0,0.0,991.27,
2022-09-30,PY006,LC0005,14,0,0.0,7873.650000000001,
2022-09-30,PY006,LC0006,12,1,939.88,6596.2,DR015
2022-09-30,PY006,LC0008,2,0,0.0,2261.4700000000003,
2022-09-30,PY006,LC0009,13,0,0.0,13077.22,
2022-09-30,PY006,LC0010,2,0,0.0,915.45,
2022-09-30,PY006,LC0011,6,1,419.36,5159.37,DR019
2022-09-30,PY006,LC0013,1,0,0.0,101.83,
2022-09-30,PY006,LC0014,1,0,0.0,254.37,
2022-09-30,PY006,LC0015,14,0,0.0,7430.95,
2022-09-30,PY006,LC0016,5,0,0.0,5493.110000000001,
2022-09-30,PY006,LC0017,2,0,0.0,1648.0,
2022-09-30,PY006,LC0018,8,1,104.0,7150.83,DR006
2022-09-30,PY006,LC0019,12,1,756.48,12683.29,DR010
2022-09-30,PY006,LC0020,1,0,0.0,537.3,
2022-09-30,PY006,LC0021,5,1,134.91,2403.06,DR020
2022-09-30,PY006,LC0022,5,1,101.42,1958.31,DR016
2022-09-30,PY006,LC0023,4,0,0.0,3067.2200000000003,
2022-09-30,PY006,LC0025,4,0,0.0,6121.55,
2022-09-30,PY006,LC0026,4,0,0.0,2326.46,
2022-09-30,PY006,LC0027,11,0,0.0,4318.07,
2022-09-30,PY006,LC0028,11,1,61.63,6523.4800000000005,DR023
2022-09-30,PY006,LC0029,3,1,128.57,2050.46,DR002
2022-09-30,PY006,LC0030,1,0,0.0,513.72,
2022-09-30,PY006,LC0031,14,1,1023.57,6657.639999999999,DR021
2022-09-30,PY006,LC0032,1,0,0.0,728.46,
2022-09-30,PY006,LC0033,9,0,0.0,9094.43,
2022-09-30,PY006,LC0034,2,1,254.56,800.3699999999999,DR021
2022-09-30,PY006,LC0035,7,0,0.0,4591.91,
2022-09-30,PY006,LC0036,7,0,0.0,5087.73,
2022-09-30,PY006,LC0037,2,0,0.0,605.99,
2022-09-30,PY006,LC0038,5,1,127.62,3303.2699999999995,DR002
2022-09-30,PY006,LC0039,6,0,0.0,10471.83,
2022-09-30,PY006,LC0040,2,2,1743.0700000000002,2033.16,DR023
2022-09-30,PY006,LC0041,7,0,0.0,3462.8199999999997,
2022-09-30,PY006,LC0042,18,0,0.0,16559.44,
2022-09-30,PY006,LC0043,11,0,0.0,10221.11,
2022-09-30,PY006,LC0046,16,1,243.31,9709.71,DR003
2022-09-30,PY006,LC0047,14,0,0.0,10476.29,
2022-09-30,PY006,LC0048,2,0,0.0,2249.77,
2022-09-30,PY006,LC0049,10,1,452.43,8709.71,DR007
2022-09-30,PY006,LC0052,9,0,0.0,8321.369999999999,
2022-09-30,PY007,LC0001,13,0,0.0,7731.1,
2022-09-30,PY007,LC0002,1,0,0.0,524.39,
2022-09-30,PY007,LC0003,6,0,0.0,3863.9,
2022-09-30,PY007,LC0004,1,1,112.3,283.93,DR006
2022-09-30,PY007,LC0005,11,1,118.25,12996.59,DR024
2022-09-30,PY007,LC0006,8,1,46.15,4139.63,DR014
2022-09-30,PY007,LC0007,2,0,0.0,739.44,
2022-09-30,PY007,LC0008,2,0,0.0,1064.83,
2022-09-30,PY007,LC0009,6,0,0.0,2836.77,
2022-09-30,PY007,LC0011,5,1,435.45,5608.68,DR023
2022-09-30,PY007,LC0014,2,0,0.0,1093.47,
2022-09-30,PY007,LC0015,14,1,289.14,8896.619999999999,DR020
2022-09-30,PY007,LC0016,2,0,0.0,288.49,
2022-09-30,PY007,LC0018,13,2,1010.47,25903.21,DR005
2022-09-30,PY007,LC0019,18,2,200.41,13061.38,DR013
2022-09-30,PY007,LC0020,2,0,0.0,467.0,
2022-09-30,PY007,LC0021,6,1,55.75,2552.44,DR006
2022-09-30,PY007,LC0022,4,2,1890.2,5701.780000000001,DR005
2022-09-30,PY007,LC0023,3,0,0.0,390.56,
2022-09-30,PY007,LC0025,5,0,0.0,1908.88,
2022-09-30,PY007,LC0026,5,1,2146.52,5701.26,DR009
2022-09-30,PY007,LC0027,7,0,0.0,6326.65,
2022-09-30,PY007,LC0028,26,4,2161.41,24796.58,DR001
2022-09-30,PY007,LC0029,3,0,0.0,1754.95,
2022-09-30,PY007,LC0030,3,0,0.0,2720.05,
2022-09-30,PY007,LC0031,10,0,0.0,10643.34,
2022-09-30,PY007,LC0032,2,0,0.0,2245.5699999999997,
2022-09-30,PY007,LC0033,4,0,0.0,2040.5,
2022-09-30,PY007,LC0034,1,0,0.0,1448.79,
2022-09-30,PY007,LC0035,8,2,282.21999999999997,6090.51,DR019
2022-09-30,PY007,LC0036,2,0,0.0,1017.47,
2022-09-30,PY007,LC0037,6,0,0.0,2768.99,
2022-09-30,PY007,LC0038,1,0,0.0,227.55,
2022-09-30,PY007,LC0039,9,0,0.0,9184.44,
2022-09-30,PY007,LC0041,5,0,0.0,4620.26,
2022-09-30,PY007,LC0042,12,0,0.0,7799.3,
2022-09-30,PY007,LC0043,6,0,0.0,14623.41,
2022-09-30,PY007,LC0046,10,1,66.97,9990.92,DR005
2022-09-30,PY007,LC0047,12,0,0.0,8445.86,
2022-09-30,PY007,LC0049,14,3,1009.05,7975.36,DR023
2022-09-30,PY007,LC0052,20,3,2683.49,14296.47,DR016
2022-09-30,PY008,LC0001,11,1,343.75,4447.2699999999995,DR020
2022-09-30,PY008,LC0002,2,0,0.0,1279.76,
2022-09-30,PY008,LC0003,1,0,0.0,478.08,
2022-09-30,PY008,LC0004,1,0,0.0,1129.94,
2022-09-30,PY008,LC0005,13,0,0.0,9653.73,
2022-09-30,PY008,LC0006,5,0,0.0,2932.77,
2022-09-30,PY008,LC0007,4,0,0.0,1439.59,
2022-09-30,PY008,LC0008,2,0,0.0,2032.0,
2022-09-30,PY008,LC0009,6,1,1779.7,6389.18,DR010
2022-09-30,PY008,LC0010,2,0,0.0,535.55,
2022-09-30,PY008,LC0011,8,0,0.0,5750.110000000001,
2022-09-30,PY008,LC0013,2,0,0.0,297.42,
2022-09-30,PY008,LC0014,4,0,0.0,1715.29,
2022-09-30,PY008,LC0015,14,0,0.0,9285.65,
2022-09-30,PY008,LC0016,5,0,0.0,10245.1,
2022-09-30,PY008,LC0017,1,0,0.0,2459.36,
2022-09-30,PY008,LC0018,12,0,0.0,11979.97,
2022-09-30,PY008,LC0019,18,0,0.0,17937.670000000002,
2022-09-30,PY008,LC0020,3,2,960.08,1655.98,DR004
2022-09-30,PY008,LC0021,3,0,0.0,1510.49,
2022-09-30,PY008,LC0022,2,0,0.0,5617.129999999999,
2022-09-30,PY008,LC0023,2,1,421.47,1054.24,DR002
2022-09-30,PY008,LC0024,1,0,0.0,153.31,
2022-09-30,PY008,LC0025,6,1,1005.97,4802.97,DR020
2022-09-30,PY008,LC0026,7,0,0.0,3219.42,
2022-09-30,PY008,LC0027,3,0,0.0,2541.8900000000003,
2022-09-30,PY008,LC0028,18,1,632.79,18944.94,DR018
2022-09-30,PY008,LC0029,3,0,0.0,1851.57,
2022-09-30,PY008,LC0031,7,1,256.37,4856.19,DR016
2022-09-30,PY008,LC0032,3,0,0.0,933.94,
2022-09-30,PY008,LC0033,10,0,0.0,3436.75,
2022-09-30,PY008,LC0034,2,0,0.0,486.14,
2022-09-30,PY008,LC0035,3,1,1894.62,7867.25,DR020
2022-09-30,PY008,LC0036,2,0,0.0,615.11,
2022-09-30,PY008,LC0037,2,0,0.0,1093.29,
2022-09-30,PY008,LC0038,4,0,0.0,1859.48,
2022-09-30,PY008,LC0039,5,0,0.0,5169.45,
2022-09-30,PY008,LC0040,1,0,0.0,875.62,
2022-09-30,PY008,LC0041,8,0,0.0,8566.74,
2022-09-30,PY008,LC0042,12,0,0.0,11880.14,
2022-09-30,PY008,LC0043,4,0,0.0,2259.28,
2022-09-30,PY008,LC0045,1,0,0.0,1016.0,
2022-09-30,PY008,LC0046,10,2,1763.0600000000002,9738.36,DR014
2022-09-30,PY008,LC0047,12,1,281.56,7261.12,DR017
2022-09-30,PY008,LC0048,1,0,0.0,462.42,
2022-09-30,PY008,LC0049,11,0,0.0,5533.27,
2022-09-30,PY008,LC0052,13,1,199.9,21316.94,DR023
2022-09-30,PY009,LC0001,42,1,745.14,25587.01,DR004
2022-09-30,PY009,LC0003,11,0,0.0,5680.51,
2022-09-30,PY009,LC0004,4,0,0.0,2012.39,
2022-09-30,PY009,LC0005,41,0,0.0,30932.34,
2022-09-30,PY009,LC0006,33,1,188.05,14301.94,DR023
2022-09-30,PY009,LC0007,7,0,0.0,1880.55,
2022-09-30,PY009,LC0008,7,0,0.0,6305.51,
2022-09-30,PY009,LC0009,36,2,577.4100000000001,18995.47,DR007
2022-09-30,PY009,LC0010,11,0,0.0,7288.46,
2022-09-30,PY009,LC0011,18,0,0.0,6542.47,
2022-09-30,PY009,LC0012,1,0,0.0,484.79,
2022-09-30,PY009,LC0013,8,0,0.0,5583.13,
2022-09-30,PY009,LC0014,1,1,57.41,84.31,DR006
2022-09-30,PY009,LC0015,40,1,613.05,17904.62,DR016
2022-09-30,PY009,LC0016,12,1,190.94,8818.14,DR006
2022-09-30,PY009,LC0017,20,1,34.14,14316.44,DR020
2022-09-30,PY009,LC0018,33,1,109.68,36219.8,DR020
2022-09-30,PY009,LC0019,64,4,1057.48,32705.87,DR006
2022-09-30,PY009,LC0020,6,0,0.0,2023.44,
2022-09-30,PY009,LC0021,16,1,748.45,9749.07,DR004
2022-09-30,PY009,LC0022,14,0,0.0,7578.19,
2022-09-30,PY009,LC0023,8,0,0.0,4211.27,
2022-09-30,PY009,LC0024,2,0,0.0,439.93,
2022-09-30,PY009,LC0025,30,4,2457.99,21889.93,DR006
2022-09-30,PY009,LC0026,39,1,114.13,20579.38,DR005
2022-09-30,PY009,LC0027,22,0,0.0,7647.36,
2022-09-30,PY009,LC0028,62,4,931.24,36649.94,DR012
2022-09-30,PY009,LC0029,7,2,448.59,5248.280000000001,DR003
2022-09-30,PY009,LC0030,10,0,0.0,5032.62,
2022-09-30,PY009,LC0031,38,0,0.0,23689.3,
2022-09-30,PY009,LC0032,2,0,0.0,466.75,
2022-09-30,PY009,LC0033,23,1,69.21,10062.97,DR007
2022-09-30,PY009,LC0034,8,0,0.0,11081.55,
2022-09-30,PY009,LC0035,28,0,0.0,13113.65,
2022-09-30,PY009,LC0036,16,0,0.0,9351.19,
2022-09-30,PY009,LC0037,21,0,0.0,12093.21,
2022-09-30,PY009,LC0038,18,2,548.97,5609.28,DR002
2022-09-30,PY009,LC0039,20,3,308.62,13405.02,DR004
2022-09-30,PY009,LC0041,28,1,263.71,15238.57,DR006
2022-09-30,PY009,LC0042,24,0,0.0,11011.75,
2022-09-30,PY009,LC0043,33,2,915.79,20341.84,DR005
2022-09-30,PY009,LC0045,1,1,689.24,741.67,DR004
2022-09-30,PY009,LC0046,51,2,629.61,41077.5,DR023
2022-09-30,PY009,LC0047,36,0,0.0,24265.56,
2022-09-30,PY009,LC0048,9,1,675.49,7743.34,DR022
2022-09-30,PY009,LC0049,54,2,513.01,24587.35,DR020
2022-09-30,PY009,LC0051,5,1,698.78,2854.31,DR004
2022-09-30,PY009,LC0052,43,1,78.37,25922.01,DR023
2022-09-30,PY010,LC0001,45,3,818.67,25722.78,DR004
2022-09-30,PY010,LC0003,15,1,209.88,6062.1,DR021
2022-09-30,PY010,LC0004,8,2,788.84,5584.52,DR002
2022-09-30,PY010,LC0005,42,2,468.43,23017.16,DR002
2022-09-30,PY010,LC0006,28,0,0.0,12377.76,
2022-09-30,PY010,LC0007,8,0,0.0,3155.0299999999997,
2022-09-30,PY010,LC0008,7,0,0.0,4542.94,
2022-09-30,PY010,LC0009,41,2,996.23,17586.41,DR002
2022-09-30,PY010,LC0010,9,0,0.0,1983.57,
2022-09-30,PY010,LC0011,18,2,364.65,7958.57,DR004
2022-09-30,PY010,LC0012,5,1,1151.3,3150.01,DR020
2022-09-30,PY010,LC0013,7,1,24.87,1889.7,DR002
2022-09-30,PY010,LC0014,3,0,0.0,1482.33,
2022-09-30,PY010,LC0015,48,0,0.0,22280.64,
2022-09-30,PY010,LC0016,10,0,0.0,3855.88,
2022-09-30,PY010,LC0017,20,0,0.0,14342.86,
2022-09-30,PY010,LC0018,27,0,0.0,16886.98,
2022-09-30,PY010,LC0019,51,2,547.44,35782.97,DR002
2022-09-30,PY010,LC0020,7,0,0.0,1664.16,
2022-09-30,PY010,LC0021,11,0,0.0,6117.9,
2022-09-30,PY010,LC0022,16,0,0.0,7614.81,
2022-09-30,PY010,LC0023,7,0,0.0,3805.95,
2022-09-30,PY010,LC0024,1,0,0.0,782.22,
2022-09-30,PY010,LC0025,35,0,0.0,13479.45,
2022-09-30,PY010,LC0026,30,1,244.09,24151.81,DR003
2022-09-30,PY010,LC0027,26,0,0.0,10879.68,
2022-09-30,PY010,LC0028,62,4,1064.16,33730.69,DR020
2022-09-30,PY010,LC0029,16,1,107.1,6453.2699999999995,DR012
2022-09-30,PY010,LC0030,9,0,0.0,4995.7300000000005,
2022-09-30,PY010,LC0031,50,3,2357.73,37945.82,DR013
2022-09-30,PY010,LC0032,6,0,0.0,4374.49,
2022-09-30,PY010,LC0033,16,2,1181.45,7884.719999999999,DR005
2022-09-30,PY010,LC0034,3,0,0.0,1910.37,
2022-09-30,PY010,LC0035,13,0,0.0,7932.759999999999,
2022-09-30,PY010,LC0036,21,2,605.1800000000001,7200.05,DR005
2022-09-30,PY010,LC0037,20,2,1066.6,12403.97,DR006
2022-09-30,PY010,LC0038,10,1,105.95,3052.0299999999997,DR003
2022-09-30,PY010,LC0039,30,1,10.09,17646.23,DR018
2022-09-30,PY010,LC0041,22,1,662.27,12093.81,DR008
2022-09-30,PY010,LC0042,38,1,279.34,16551.899999999998,DR002
2022-09-30,PY010,LC0043,36,4,430.5,11585.88,DR002
2022-09-30,PY010,LC0044,1,0,0.0,395.75,
2022-09-30,PY010,LC0045,3,0,0.0,1424.43,
2022-09-30,PY010,LC0046,41,4,1081.46,16958.75,DR012
2022-09-30,PY010,LC0047,43,3,1488.26,24669.36,DR014
2022-09-30,PY010,LC0048,9,0,0.0,11858.21,
2022-09-30,PY010,LC0049,40,2,268.20000000000005,16065.96,DR017
2022-09-30,PY010,LC0051,5,0,0.0,2473.25,
2022-09-30,PY010,LC0052,39,1,103.49,19803.49,DR017
2022-09-30,PY010,LC0053,1,0,0.0,162.53,
2022-09-30,PY011,LC0001,35,4,678.24,14152.04,DR003
2022-09-30,PY011,LC0002,3,0,0.0,794.1399999999999,
2022-09-30,PY011,LC0003,20,0,0.0,7141.490000000001,
2022-09-30,PY011,LC0004,9,0,0.0,1893.5,
2022-09-30,PY011,LC0005,21,1,700.74,8441.09,DR007
2022-09-30,PY011,LC0006,25,3,1143.47,9960.86,DR005
2022-09-30,PY011,LC0007,7,1,99.42,1818.77,DR020
2022-09-30,PY011,LC0008,7,1,646.89,2777.35,DR002
2022-09-30,PY011,LC0009,19,0,0.0,6651.38,
2022-09-30,PY011,LC0010,3,0,0.0,821.45,
2022-09-30,PY011,LC0011,19,1,334.86,8951.64,DR017
2022-09-30,PY011,LC0012,1,0,0.0,633.84,
2022-09-30,PY011,LC0013,5,0,0.0,1829.9,
2022-09-30,PY011,LC0014,3,0,0.0,1520.89,
2022-09-30,PY011,LC0015,29,5,1974.41,11886.34,DR001
2022-09-30,PY011,LC0016,15,1,58.1,4656.3,DR005
2022-09-30,PY011,LC0017,21,1,535.87,12208.32,DR012
2022-09-30,PY011,LC0018,26,2,581.8000000000001,14695.84,DR018
2022-09-30,PY011,LC0019,24,1,281.49,15639.16,DR006
2022-09-30,PY011,LC0020,4,1,154.21,1351.02,DR024
2022-09-30,PY011,LC0021,11,0,0.0,6202.99,
2022-09-30,PY011,LC0022,12,2,198.07,5626.59,DR016
2022-09-30,PY011,LC0023,13,2,221.91,5089.13,DR013
2022-09-30,PY011,LC0024,3,0,0.0,872.24,
2022-09-30,PY011,LC0025,18,0,0.0,7128.530000000001,
2022-09-30,PY011,LC0026,28,3,321.59,11533.02,DR004
2022-09-30,PY011,LC0027,14,2,238.83,5056.07,DR011
2022-09-30,PY011,LC0028,48,2,338.05,27080.46,DR005
2022-09-30,PY011,LC0029,4,0,0.0,1554.56,
2022-09-30,PY011,LC0030,4,0,0.0,663.79,
2022-09-30,PY011,LC0031,30,1,153.77,13770.14,DR005
2022-09-30,PY011,LC0032,7,0,0.0,1326.71,
2022-09-30,PY011,LC0033,12,1,140.55,2700.57,DR010
2022-09-30,PY011,LC0034,2,1,510.46,1591.21,DR002
2022-09-30,PY011,LC0035,15,2,535.9100000000001,7002.8,DR005
2022-09-30,PY011,LC0036,15,0,0.0,5956.91,
2022-09-30,PY011,LC0037,19,0,0.0,6588.27,
2022-09-30,PY011,LC0038,7,1,35.44,1267.28,DR009
2022-09-30,PY011,LC0039,14,1,165.2,6820.83,DR002
2022-09-30,PY011,LC0040,2,0,0.0,2309.43,
2022-09-30,PY011,LC0041,22,2,1507.61,7964.42,DR002
2022-09-30,PY011,LC0042,27,2,134.66,7748.41,DR005
2022-09-30,PY011,LC0043,24,1,93.14,8746.4,DR006
2022-09-30,PY011,LC0045,1,0,0.0,149.01,
2022-09-30,PY011,LC0046,27,5,649.5,11354.11,DR020
2022-09-30,PY011,LC0047,28,1,4012.46,15893.94,DR006
2022-09-30,PY011,LC0048,3,0,0.0,1530.33,
2022-09-30,PY011,LC0049,43,4,137.06,12904.81,DR014
2022-09-30,PY011,LC0051,2,0,0.0,630.6800000000001,
2022-09-30,PY011,LC0052,28,2,2555.45,14846.14,DR008
2022-09-30,PY011,LC0053,1,0,0.0,236.24,
2022-09-30,PY014,LC0001,5,0,0.0,6061.76,
2022-09-30,PY014,LC0002,1,0,0.0,1574.5,
2022-09-30,PY014,LC0003,3,0,0.0,3366.8599999999997,
2022-09-30,PY014,LC0004,2,0,0.0,416.33,
2022-09-30,PY014,LC0005,3,0,0.0,1867.05,
2022-09-30,PY014,LC0006,5,0,0.0,4405.87,
2022-09-30,PY014,LC0007,2,0,0.0,654.5,
2022-09-30,PY014,LC0008,1,0,0.0,636.6,
2022-09-30,PY014,LC0009,2,0,0.0,1741.23,
2022-09-30,PY014,LC0011,3,0,0.0,945.69,
2022-09-30,PY014,LC0013,1,0,0.0,67.66,
2022-09-30,PY014,LC0015,6,1,172.54,2566.42,DR005
2022-09-30,PY014,LC0016,2,0,0.0,1065.43,
2022-09-30,PY014,LC0017,4,1,492.16,6230.82,DR001
2022-09-30,PY014,LC0018,3,0,0.0,2469.6,
2022-09-30,PY014,LC0019,12,0,0.0,9056.36,
2022-09-30,PY014,LC0020,1,0,0.0,237.34,
2022-09-30,PY014,LC0021,1,0,0.0,612.73,
2022-09-30,PY014,LC0022,3,0,0.0,566.6,
2022-09-30,PY014,LC0023,3,0,0.0,1602.41,
2022-09-30,PY014,LC0024,1,0,0.0,247.26,
2022-09-30,PY014,LC0025,5,0,0.0,10626.01,
2022-09-30,PY014,LC0026,9,0,0.0,5702.33,
2022-09-30,PY014,LC0027,4,0,0.0,1145.5,
2022-09-30,PY014,LC0028,8,0,0.0,6202.89,
2022-09-30,PY014,LC0029,3,0,0.0,1742.63,
2022-09-30,PY014,LC0030,1,0,0.0,511.74,
2022-09-30,PY014,LC0031,5,0,0.0,2563.68,
2022-09-30,PY014,LC0032,1,0,0.0,316.14,
2022-09-30,PY014,LC0033,2,0,0.0,1392.26,
2022-09-30,PY014,LC0034,1,0,0.0,1186.68,
2022-09-30,PY014,LC0035,5,1,25.38,1822.79,DR016
2022-09-30,PY014,LC0036,5,1,93.93,5583.91,DR020
2022-09-30,PY014,LC0037,3,1,271.38,1048.0,DR002
2022-09-30,PY014,LC0038,1,1,210.57,395.93,DR021
2022-09-30,PY014,LC0039,2,0,0.0,1454.11,
2022-09-30,PY014,LC0040,2,0,0.0,2119.81,
2022-09-30,PY014,LC0041,6,0,0.0,3915.67,
2022-09-30,PY014,LC0042,11,0,0.0,6151.13,
2022-09-30,PY014,LC0043,9,0,0.0,4734.41,
2022-09-30,PY014,LC0046,7,0,0.0,4292.49,
2022-09-30,PY014,LC0047,5,0,0.0,3352.96,
2022-09-30,PY014,LC0049,11,1,334.22,15884.53,DR005
2022-09-30,PY014,LC0052,9,1,288.34,6130.610000000001,DR015
2022-09-30,PY015,LC0001,8,0,0.0,6639.740000000001,
2022-09-30,PY015,LC0002,1,0,0.0,143.12,
2022-09-30,PY015,LC0003,2,0,0.0,1107.75,
2022-09-30,PY015,LC0004,1,0,0.0,42.43,
2022-09-30,PY015,LC0005,9,1,147.08,6196.0,DR005
2022-09-30,PY015,LC0006,5,0,0.0,1814.74,
2022-09-30,PY015,LC0008,1,0,0.0,1354.78,
2022-09-30,PY015,LC0009,5,0,0.0,2084.46,
2022-09-30,PY015,LC0011,2,0,0.0,710.69,
2022-09-30,PY015,LC0014,1,0,0.0,238.12,
2022-09-30,PY015,LC0015,4,0,0.0,3669.7,
2022-09-30,PY015,LC0016,3,0,0.0,2502.51,
2022-09-30,PY015,LC0017,4,0,0.0,1197.6,
2022-09-30,PY015,LC0018,5,0,0.0,4308.45,
2022-09-30,PY015,LC0019,9,0,0.0,9658.82,
2022-09-30,PY015,LC0021,1,0,0.0,413.25,
2022-09-30,PY015,LC0022,2,1,365.58,945.77,DR016
2022-09-30,PY015,LC0023,4,0,0.0,1783.24,
2022-09-30,PY015,LC0024,1,0,0.0,4765.55,
2022-09-30,PY015,LC0025,8,1,214.69,4349.03,DR018
2022-09-30,PY015,LC0026,2,0,0.0,931.09,
2022-09-30,PY015,LC0027,4,0,0.0,1715.16,
2022-09-30,PY015,LC0028,9,0,0.0,7420.63,
2022-09-30,PY015,LC0029,1,0,0.0,894.69,
2022-09-30,PY015,LC0030,4,0,0.0,4866.56,
2022-09-30,PY015,LC0031,7,0,0.0,3819.46,
2022-09-30,PY015,LC0032,1,0,0.0,218.33,
2022-09-30,PY015,LC0033,4,0,0.0,1796.48,
2022-09-30,PY015,LC0034,3,0,0.0,1758.55,
2022-09-30,PY015,LC0035,1,1,316.02,536.0,DR004
2022-09-30,PY015,LC0036,3,1,169.32,865.5899999999999,DR002
2022-09-30,PY015,LC0037,3,0,0.0,2839.6400000000003,
2022-09-30,PY015,LC0038,2,0,0.0,464.93999999999994,
2022-09-30,PY015,LC0039,4,0,0.0,3073.88,
2022-09-30,PY015,LC0041,3,0,0.0,1862.59,
2022-09-30,PY015,LC0042,10,0,0.0,5317.14,
2022-09-30,PY015,LC0043,9,0,0.0,3782.07,
2022-09-30,PY015,LC0045,1,0,0.0,429.84,
2022-09-30,PY015,LC0046,10,1,172.51,5771.46,DR024
2022-09-30,PY015,LC0047,5,0,0.0,5645.13,
2022-09-30,PY015,LC0048,2,0,0.0,1157.58,
2022-09-30,PY015,LC0049,13,0,0.0,7013.68,
2022-09-30,PY015,LC0052,7,0,0.0,4333.030000000001,
2022-09-30,PY016,LC0001,10,0,0.0,8579.06,
2022-09-30,PY016,LC0003,4,0,0.0,1888.63,
2022-09-30,PY016,LC0004,2,0,0.0,1903.28,
2022-09-30,PY016,LC0005,8,1,33.05,6135.31,DR020
2022-09-30,PY016,LC0006,8,0,0.0,4079.1,
2022-09-30,PY016,LC0007,3,0,0.0,2237.32,
2022-09-30,PY016,LC0008,7,0,0.0,5199.33,
2022-09-30,PY016,LC0009,5,2,1837.61,3061.3900000000003,DR003
2022-09-30,PY016,LC0010,5,0,0.0,1680.38,
2022-09-30,PY016,LC0011,5,0,0.0,5665.39,
2022-09-30,PY016,LC0013,3,0,0.0,1731.62,
2022-09-30,PY016,LC0015,15,0,0.0,9070.23,
2022-09-30,PY016,LC0016,4,0,0.0,2646.58,
2022-09-30,PY016,LC0017,3,0,0.0,1226.45,
2022-09-30,PY016,LC0018,14,0,0.0,10195.41,
2022-09-30,PY016,LC0019,19,0,0.0,26854.45,
2022-09-30,PY016,LC0020,5,0,0.0,2125.88,
2022-09-30,PY016,LC0021,2,0,0.0,945.71,
2022-09-30,PY016,LC0022,2,0,0.0,1265.79,
2022-09-30,PY016,LC0023,1,0,0.0,819.64,
2022-09-30,PY016,LC0025,3,0,0.0,4672.7699999999995,
2022-09-30,PY016,LC0026,3,0,0.0,3692.1,
2022-09-30,PY016,LC0027,14,2,159.74,5597.55,DR012
2022-09-30,PY016,LC0028,16,1,917.95,13950.14,DR020
2022-09-30,PY016,LC0030,3,1,34.75,972.03,DR016
2022-09-30,PY016,LC0031,7,1,98.35,6500.5,DR006
2022-09-30,PY016,LC0032,2,0,0.0,1298.41,
