month,payer_id,location_id,claims,charge_amount,allowed_amount,net_allowed_after_denial,paid_amount_total
2022-06-30,PY011,LC0028,45,33159.41,18441.52,17724.65,16858.1
2022-06-30,PY011,LC0029,10,9876.11,5340.0,3547.26,3367.56
2022-06-30,PY011,LC0030,6,7104.5,4111.13,4111.13,4027.7400000000002
2022-06-30,PY011,LC0031,30,25697.04,14245.62,13376.69,12920.18
2022-06-30,PY011,LC0032,16,8322.95,4724.58,4681.46,4482.09
2022-06-30,PY011,LC0033,20,12274.06,6791.55,6473.63,6200.62
2022-06-30,PY011,LC0034,5,10339.39,5583.42,5583.42,5234.219999999999
2022-06-30,PY011,LC0035,20,13774.71,7490.1,7085.1,6781.01
2022-06-30,PY011,LC0036,13,7895.11,4226.03,3510.86,3331.9
2022-06-30,PY011,LC0037,15,15016.55,8401.11,8401.11,8058.16
2022-06-30,PY011,LC0038,7,5573.71,3098.04,1276.6000000000001,1221.66
2022-06-30,PY011,LC0039,28,30503.25,16605.83,16585.670000000002,15840.09
2022-06-30,PY011,LC0041,17,10058.2,5490.6900000000005,5274.51,5067.37
2022-06-30,PY011,LC0042,30,20838.31,11346.09,10724.03,10223.22
2022-06-30,PY011,LC0043,24,12659.93,6912.22,6726.36,6525.8
2022-06-30,PY011,LC0044,1,283.85,160.4,160.4,153.06
2022-06-30,PY011,LC0045,1,769.96,386.99,386.99,376.46
2022-06-30,PY011,LC0046,37,20650.06,11209.56,10814.04,10283.23
2022-06-30,PY011,LC0047,25,21343.27,11931.060000000001,11872.11,11339.03
2022-06-30,PY011,LC0048,7,7618.42,4218.94,3810.74,3699.52
2022-06-30,PY011,LC0049,50,36409.909999999996,20502.45,19559.62,18842.29
2022-06-30,PY011,LC0050,2,1484.06,900.3,841.95,797.85
2022-06-30,PY011,LC0051,6,5389.41,2823.89,2683.56,2572.6
2022-06-30,PY011,LC0052,38,25096.03,13914.74,13281.73,12780.92
2022-06-30,PY011,LC0053,3,1309.8400000000001,651.06,651.06,613.41
2022-06-30,PY014,LC0001,6,4486.44,3609.46,3609.46,2727.01
2022-06-30,PY014,LC0003,5,3315.74,2760.97,2760.97,1908.6
2022-06-30,PY014,LC0005,4,2812.36,2453.91,2291.48,1641.0800000000002
2022-06-30,PY014,LC0006,9,3799.8,3120.07,3120.07,2125.05
2022-06-30,PY014,LC0007,1,1682.48,1519.25,1519.25,1364.9
2022-06-30,PY014,LC0008,2,1898.69,1645.02,1645.02,1242.29
2022-06-30,PY014,LC0009,6,4178.99,3773.66,3773.66,2611.7799999999997
2022-06-30,PY014,LC0010,1,272.23,229.99,229.99,169.59
2022-06-30,PY014,LC0011,5,2759.8700000000003,2472.23,2472.23,1626.87
2022-06-30,PY014,LC0013,1,413.29,304.22,304.22,201.12
2022-06-30,PY014,LC0015,9,4701.8,4158.11,4158.11,3112.89
2022-06-30,PY014,LC0016,4,3524.0,3001.9300000000003,3001.9300000000003,2182.92
2022-06-30,PY014,LC0017,9,7113.83,5882.3,5882.3,4546.83
2022-06-30,PY014,LC0018,9,6161.95,5121.57,4703.06,3544.05
2022-06-30,PY014,LC0019,11,4411.38,3809.25,3809.25,2840.93
2022-06-30,PY014,LC0021,1,462.49,380.03,380.03,332.26
2022-06-30,PY014,LC0023,3,2130.86,1694.23,1694.23,1381.0900000000001
2022-06-30,PY014,LC0025,3,4614.1,3625.62,3625.62,2251.29
2022-06-30,PY014,LC0026,11,8484.67,6692.280000000001,6692.280000000001,4799.77
2022-06-30,PY014,LC0027,7,3444.29,2918.84,2918.84,2018.93
2022-06-30,PY014,LC0028,14,12090.220000000001,10528.529999999999,10528.529999999999,8577.880000000001
2022-06-30,PY014,LC0029,1,402.06,296.72,296.72,236.69
2022-06-30,PY014,LC0030,3,1113.73,975.44,975.44,776.11
2022-06-30,PY014,LC0031,9,18768.66,15265.63,15265.63,12706.52
2022-06-30,PY014,LC0032,2,228.12,197.81,197.81,152.41
2022-06-30,PY014,LC0033,6,2296.21,1944.31,1944.31,1414.62
2022-06-30,PY014,LC0035,2,2054.95,1697.1799999999998,1697.1799999999998,1422.32
2022-06-30,PY014,LC0036,2,1137.5,870.0899999999999,870.0899999999999,578.09
2022-06-30,PY014,LC0037,7,3391.7,2938.3999999999996,2938.3999999999996,1977.0
2022-06-30,PY014,LC0038,3,2143.02,1958.6800000000003,1958.6800000000003,1421.85
2022-06-30,PY014,LC0039,4,8604.42,6663.96,6663.96,5149.09
2022-06-30,PY014,LC0040,1,1134.43,1028.36,1028.36,797.65
2022-06-30,PY014,LC0041,3,1948.74,1432.3999999999999,1432.3999999999999,1207.72
2022-06-30,PY014,LC0042,5,2959.98,2513.7,2513.7,1625.69
2022-06-30,PY014,LC0043,7,4635.88,3865.16,3865.16,3040.91
2022-06-30,PY014,LC0046,7,5617.04,4582.46,4582.46,3576.2999999999997
2022-06-30,PY014,LC0047,8,7424.56,6313.66,6313.66,4113.21
2022-06-30,PY014,LC0048,1,450.74,377.68,377.68,275.84
2022-06-30,PY014,LC0049,12,6736.59,5610.95,5399.4400000000005,3707.41
2022-06-30,PY014,LC0051,1,610.11,470.47,470.47,366.73
2022-06-30,PY014,LC0052,13,12688.369999999999,10290.189999999999,10290.189999999999,6917.54
2022-06-30,PY015,LC0001,21,10042.32,8541.27,7610.33,5212.58
2022-06-30,PY015,LC0003,3,1112.08,897.78,897.78,698.1899999999999
2022-06-30,PY015,LC0004,2,3178.54,2435.6299999999997,2435.6299999999997,1685.25
2022-06-30,PY015,LC0005,7,3715.54,3242.7999999999997,3242.7999999999997,2467.59
2022-06-30,PY015,LC0006,12,5781.99,4770.16,4770.16,3790.71
2022-06-30,PY015,LC0007,2,2425.7599999999998,2263.2,2263.2,1831.68
2022-06-30,PY015,LC0008,2,3362.79,2859.4700000000003,2859.4700000000003,2241.14
2022-06-30,PY015,LC0009,5,2775.27,2374.41,2374.41,1752.9499999999998
2022-06-30,PY015,LC0011,2,1309.13,1172.71,1172.71,961.49
2022-06-30,PY015,LC0013,3,1161.14,950.15,950.15,744.53
2022-06-30,PY015,LC0015,2,1910.61,1748.12,1748.12,1280.69
2022-06-30,PY015,LC0016,3,920.69,806.47,806.47,551.65
2022-06-30,PY015,LC0017,6,5154.98,4435.16,3705.89,2590.77
2022-06-30,PY015,LC0018,7,10954.29,9970.26,9970.26,7645.1900000000005
2022-06-30,PY015,LC0019,7,7408.18,5865.1900000000005,5865.1900000000005,4174.1
2022-06-30,PY015,LC0021,4,2157.92,1738.32,1738.32,1186.12
2022-06-30,PY015,LC0022,2,1718.6100000000001,1318.15,1318.15,950.62
2022-06-30,PY015,LC0023,2,532.59,421.15000000000003,421.15000000000003,269.82
2022-06-30,PY015,LC0025,12,6598.61,5585.48,5585.48,4187.41
2022-06-30,PY015,LC0026,4,2297.8900000000003,1867.75,1867.75,1450.6599999999999
2022-06-30,PY015,LC0027,1,395.96,320.91,320.91,283.76
2022-06-30,PY015,LC0028,12,10098.82,8928.78,8928.78,6482.41
2022-06-30,PY015,LC0029,2,1239.01,1136.77,1136.77,855.3299999999999
2022-06-30,PY015,LC0030,4,1115.98,879.81,814.13,675.3199999999999
2022-06-30,PY015,LC0031,8,8330.51,7103.17,7103.17,5723.67
2022-06-30,PY015,LC0032,3,1312.39,1103.02,1103.02,736.72
2022-06-30,PY015,LC0033,2,1150.24,914.45,914.45,666.54
2022-06-30,PY015,LC0035,5,3618.9300000000003,3019.3,3019.3,2404.31
2022-06-30,PY015,LC0036,2,1066.35,941.76,941.76,685.5
2022-06-30,PY015,LC0037,4,3590.49,3112.38,2279.44,1513.27
2022-06-30,PY015,LC0038,2,461.82,378.1,378.1,280.07
2022-06-30,PY015,LC0039,11,20816.13,19314.26,19314.26,13465.88
2022-06-30,PY015,LC0040,1,2089.9,1907.23,1907.23,1459.81
2022-06-30,PY015,LC0041,3,872.33,731.1,731.1,475.06
2022-06-30,PY015,LC0042,9,10238.73,8636.5,8636.5,5976.13
2022-06-30,PY015,LC0043,7,2699.81,2263.18,2263.18,1762.37
2022-06-30,PY015,LC0046,3,1739.83,1457.4099999999999,1457.4099999999999,1223.25
2022-06-30,PY015,LC0047,7,5373.1,4438.45,4351.4,3187.64
2022-06-30,PY015,LC0048,2,927.85,689.78,689.78,486.91
2022-06-30,PY015,LC0049,8,5084.01,4193.55,4165.62,2989.42
2022-06-30,PY015,LC0050,1,2252.48,1974.32,1974.32,1536.03
2022-06-30,PY015,LC0052,9,7152.8099999999995,6064.41,6064.41,4452.92
2022-06-30,PY016,LC0001,18,10193.17,10013.45,10013.45,9530.34
2022-06-30,PY016,LC0003,2,5979.57,6008.35,5529.9800000000005,5253.839999999999
2022-06-30,PY016,LC0004,3,3498.75,3755.46,3755.46,3626.31
2022-06-30,PY016,LC0005,13,12187.65,11605.19,11605.19,10911.2
2022-06-30,PY016,LC0006,9,8130.129999999999,8453.08,8274.79,8051.08
2022-06-30,PY016,LC0007,1,428.73,394.46,394.46,360.52
2022-06-30,PY016,LC0008,1,2484.46,2413.48,2413.48,2333.0
2022-06-30,PY016,LC0009,13,8560.68,8640.87,8183.99,7646.8
2022-06-30,PY016,LC0010,2,1273.6,1224.44,1224.44,1143.54
2022-06-30,PY016,LC0011,9,6275.599999999999,6175.75,6175.75,5764.38
2022-06-30,PY016,LC0012,1,415.21,388.14,388.14,353.0
2022-06-30,PY016,LC0013,4,1642.8999999999999,1601.42,1601.42,1490.64
2022-06-30,PY016,LC0015,25,11916.17,12213.36,10394.62,9943.42
2022-06-30,PY016,LC0016,5,2148.87,1989.48,1989.48,1877.25
2022-06-30,PY016,LC0017,7,3377.01,3309.42,3134.65,3023.63
2022-06-30,PY016,LC0018,12,13389.63,13823.54,13705.18,13171.01
2022-06-30,PY016,LC0019,19,12388.18,12538.41,12378.24,11622.21
2022-06-30,PY016,LC0020,2,1516.85,1396.3000000000002,1396.3000000000002,1302.2199999999998
2022-06-30,PY016,LC0021,2,1404.8400000000001,1490.13,1490.13,1397.4299999999998
2022-06-30,PY016,LC0022,7,6731.63,6982.0199999999995,6982.0199999999995,6475.78
2022-06-30,PY016,LC0023,7,6575.88,6457.41,6457.41,5927.5199999999995
2022-06-30,PY016,LC0024,1,170.63,182.72,182.72,173.35
2022-06-30,PY016,LC0025,8,8466.47,8931.869999999999,6156.179999999999,5724.42
2022-06-30,PY016,LC0026,7,8826.119999999999,9289.97,9289.97,8840.85
2022-06-30,PY016,LC0027,2,2947.17,3292.5499999999997,3292.5499999999997,3183.43
2022-06-30,PY016,LC0028,21,21546.65,22114.3,22114.3,21174.05
2022-06-30,PY016,LC0029,5,3039.7599999999998,2931.3,2931.3,2780.66
2022-06-30,PY016,LC0030,3,681.1,715.79,597.08,575.9
2022-06-30,PY016,LC0031,13,16580.2,16765.67,16162.34,15372.33
2022-06-30,PY016,LC0032,4,2864.22,2928.3199999999997,2928.3199999999997,2758.71
2022-06-30,PY016,LC0033,6,4423.48,4236.02,4236.02,4086.3100000000004
2022-06-30,PY016,LC0034,1,3914.36,4294.27,4294.27,4094.08
2022-06-30,PY016,LC0035,9,6498.92,6483.43,6483.43,6040.98
2022-06-30,PY016,LC0037,7,5280.9,5339.49,4890.03,4663.8099999999995
2022-06-30,PY016,LC0038,5,1924.83,1949.3700000000001,1949.3700000000001,1827.02
2022-06-30,PY016,LC0039,5,2918.9,2950.14,2950.14,2773.67
2022-06-30,PY016,LC0041,8,6012.139999999999,6195.96,6195.96,5877.87
2022-06-30,PY016,LC0042,10,10476.76,10182.99,8185.6,7730.36
2022-06-30,PY016,LC0043,7,8169.550000000001,8570.64,8570.64,8023.5599999999995
2022-06-30,PY016,LC0046,15,13130.85,13008.12,12222.33,11492.23
2022-06-30,PY016,LC0047,11,8544.57,8773.06,8773.06,8366.84
2022-06-30,PY016,LC0048,2,3314.81,3571.58,3571.58,3515.1899999999996
2022-06-30,PY016,LC0049,17,12474.69,12460.29,12460.29,11777.34
2022-06-30,PY016,LC0051,1,2429.22,2764.98,266.75,249.49
2022-06-30,PY016,LC0052,11,8078.539999999999,8634.87,8634.87,8050.34
2022-07-31,PY001,LC0001,13,8555.88,8432.03,8043.99,7685.07
2022-07-31,PY001,LC0002,1,1236.93,1381.96,1381.96,1310.35
2022-07-31,PY001,LC0003,4,2444.74,2611.9700000000003,2611.9700000000003,2400.5699999999997
2022-07-31,PY001,LC0004,2,661.9000000000001,592.99,592.99,567.21
2022-07-31,PY001,LC0005,7,6425.8,6354.3,6354.3,5953.469999999999
2022-07-31,PY001,LC0006,8,4725.41,4739.95,4739.95,4576.15
2022-07-31,PY001,LC0007,2,540.0699999999999,468.48,468.48,443.34000000000003
2022-07-31,PY001,LC0008,1,1657.74,1532.22,1532.22,1443.86
2022-07-31,PY001,LC0009,7,3336.2799999999997,3608.09,3492.0,3228.7
2022-07-31,PY001,LC0010,1,307.64,316.31,316.31,300.88
2022-07-31,PY001,LC0011,3,1400.17,1478.8899999999999,1478.8899999999999,1371.61
2022-07-31,PY001,LC0013,5,1465.1,1483.6399999999999,1483.6399999999999,1409.45
2022-07-31,PY001,LC0015,13,7955.1900000000005,7601.18,7601.18,7212.29
2022-07-31,PY001,LC0016,3,1413.26,1483.46,1044.55,1014.11
2022-07-31,PY001,LC0017,5,4490.5599999999995,4715.9,4715.9,4418.89
2022-07-31,PY001,LC0018,7,8617.1,8867.210000000001,8867.210000000001,8377.31
2022-07-31,PY001,LC0019,15,13430.5,13027.24,13027.24,12061.39
2022-07-31,PY001,LC0020,1,817.63,710.02,710.02,675.07
2022-07-31,PY001,LC0021,4,3535.01,3593.46,3593.46,3434.7200000000003
2022-07-31,PY001,LC0022,4,2729.57,2685.83,2685.83,2536.58
2022-07-31,PY001,LC0023,2,1706.34,1920.2400000000002,1920.2400000000002,1798.6599999999999
2022-07-31,PY001,LC0025,10,10102.57,10574.83,10574.83,10103.23
2022-07-31,PY001,LC0026,10,10105.470000000001,10125.630000000001,10125.630000000001,9538.57
2022-07-31,PY001,LC0027,5,3664.52,3548.99,3072.27,2994.94
2022-07-31,PY001,LC0028,22,22121.29,22954.170000000002,22954.170000000002,22042.19
2022-07-31,PY001,LC0029,4,2718.45,2547.69,2547.69,2420.37
2022-07-31,PY001,LC0030,4,4974.93,5020.349999999999,5020.349999999999,4717.15
2022-07-31,PY001,LC0031,6,3765.3,3608.29,3608.29,3387.81
2022-07-31,PY001,LC0032,2,1322.46,1409.05,1409.05,1383.7
2022-07-31,PY001,LC0033,5,3191.26,3000.63,3000.63,2776.1000000000004
2022-07-31,PY001,LC0034,2,5064.4800000000005,5516.360000000001,5516.360000000001,5290.49
2022-07-31,PY001,LC0035,15,22866.29,22078.1,22078.1,20767.18
2022-07-31,PY001,LC0036,11,11172.53,11465.78,11370.470000000001,10663.51
2022-07-31,PY001,LC0037,6,4957.06,5130.93,5130.93,4858.23
2022-07-31,PY001,LC0038,6,2261.58,2198.17,2198.17,2078.56
2022-07-31,PY001,LC0039,7,5813.5,6039.53,4332.6900000000005,4080.26
2022-07-31,PY001,LC0041,7,5583.29,5564.360000000001,5564.360000000001,5270.719999999999
2022-07-31,PY001,LC0042,17,14651.27,14155.65,14081.78,13388.18
2022-07-31,PY001,LC0043,5,2204.16,2068.08,2068.08,1971.07
2022-07-31,PY001,LC0046,8,8716.01,8359.949999999999,8359.949999999999,7977.64
2022-07-31,PY001,LC0047,14,10439.02,10348.65,9990.5,9524.93
2022-07-31,PY001,LC0048,3,2559.74,2829.07,2829.07,2680.48
2022-07-31,PY001,LC0049,16,9534.18,9591.44,9591.44,9102.72
2022-07-31,PY001,LC0052,13,13457.26,12922.22,12855.46,12512.58
2022-07-31,PY002,LC0001,15,19343.05,19311.72,18476.14,17673.25
2022-07-31,PY002,LC0002,1,3158.27,2921.05,2921.05,2655.65
2022-07-31,PY002,LC0003,2,417.72,436.26,436.26,418.64
2022-07-31,PY002,LC0004,1,439.42,451.91,451.91,418.16
2022-07-31,PY002,LC0005,5,5575.39,5552.34,5552.34,5143.5
2022-07-31,PY002,LC0006,10,3272.08,3251.7,3150.98,3014.44
2022-07-31,PY002,LC0007,1,3190.32,3299.52,875.1199999999999,796.83
2022-07-31,PY002,LC0008,9,11713.98,11871.01,9963.38,9391.61
2022-07-31,PY002,LC0009,13,8408.81,8799.51,8205.75,7917.490000000001
2022-07-31,PY002,LC0010,1,590.64,666.91,666.91,603.52
2022-07-31,PY002,LC0011,2,555.95,546.55,546.55,502.03
2022-07-31,PY002,LC0012,1,1031.05,1161.49,1161.49,1059.44
2022-07-31,PY002,LC0015,10,5664.07,5862.3,5178.0599999999995,4848.88
2022-07-31,PY002,LC0016,1,699.52,701.42,701.42,672.84
2022-07-31,PY002,LC0017,6,10238.24,9512.720000000001,8561.98,8333.519999999999
2022-07-31,PY002,LC0018,9,5260.95,5465.59,5300.48,4905.03
2022-07-31,PY002,LC0019,20,31694.03,30581.969999999998,29726.02,28300.78
2022-07-31,PY002,LC0020,3,3946.41,3791.46,3791.46,3546.02
2022-07-31,PY002,LC0021,7,4766.71,4621.9,4621.9,4317.96
2022-07-31,PY002,LC0022,9,6199.51,6410.73,5611.07,5239.95
2022-07-31,PY002,LC0023,2,1502.68,1622.25,1622.25,1537.49
2022-07-31,PY002,LC0025,5,9116.51,8486.23,8486.23,8184.860000000001
2022-07-31,PY002,LC0026,9,8975.9,9314.22,9314.22,8818.32
2022-07-31,PY002,LC0027,7,3027.06,3191.38,3191.38,3087.67
2022-07-31,PY002,LC0028,22,24742.06,25659.14,25033.14,23362.100000000002
2022-07-31,PY002,LC0029,3,3440.0899999999997,3729.86,3729.86,3614.58
2022-07-31,PY002,LC0031,14,18794.77,18568.559999999998,17164.25,16159.39
2022-07-31,PY002,LC0032,2,937.25,884.77,884.77,819.38
2022-07-31,PY002,LC0033,4,2052.1499999999996,1973.0,1973.0,1919.1000000000001
2022-07-31,PY002,LC0034,1,784.69,798.44,798.44,757.52
2022-07-31,PY002,LC0035,5,3845.2000000000003,3982.12,3982.12,3714.2700000000004
2022-07-31,PY002,LC0036,6,2408.17,2319.29,2253.22,2124.89
2022-07-31,PY002,LC0037,3,6555.04,6765.77,6765.77,6359.96
2022-07-31,PY002,LC0038,2,837.5400000000001,803.5699999999999,803.5699999999999,773.47
2022-07-31,PY002,LC0039,2,1326.62,1384.98,1384.98,1295.33
2022-07-31,PY002,LC0041,10,8828.32,8695.18,8528.86,8194.29
2022-07-31,PY002,LC0042,11,6186.52,5765.35,5210.63,4926.41
2022-07-31,PY002,LC0043,17,12647.69,13126.67,13126.67,12378.890000000001
2022-07-31,PY002,LC0045,1,553.76,571.95,571.95,554.64
2022-07-31,PY002,LC0046,11,8802.14,9333.94,9333.94,8786.16
2022-07-31,PY002,LC0047,14,10742.880000000001,10143.61,10143.61,9574.42
2022-07-31,PY002,LC0049,18,13094.69,13284.58,12820.7,12180.76
2022-07-31,PY002,LC0051,1,640.65,716.78,716.78,708.59
2022-07-31,PY002,LC0052,14,12261.720000000001,12018.68,12018.68,11348.2
2022-07-31,PY002,LC0053,1,850.31,884.2,884.2,863.16
2022-07-31,PY003,LC0001,18,13057.19,13201.23,12901.85,12179.77
2022-07-31,PY003,LC0002,2,390.14,393.36,393.36,382.02
2022-07-31,PY003,LC0003,5,3583.9399999999996,3754.73,3754.73,3558.6000000000004
2022-07-31,PY003,LC0004,1,551.58,536.73,536.73,494.28
2022-07-31,PY003,LC0005,14,14126.619999999999,13845.77,13771.119999999999,13042.300000000001
2022-07-31,PY003,LC0006,9,6128.52,6248.82,6248.82,5804.21
2022-07-31,PY003,LC0008,3,3276.42,3140.21,2107.26,2024.61
2022-07-31,PY003,LC0009,6,2699.67,2620.39,2620.39,2489.1
2022-07-31,PY003,LC0011,4,5299.08,5271.83,4367.24,4227.21
2022-07-31,PY003,LC0013,3,984.27,1027.6799999999998,1027.6799999999998,995.51
2022-07-31,PY003,LC0014,3,3418.09,3344.34,3344.34,3233.7200000000003
2022-07-31,PY003,LC0015,19,12669.79,12894.11,12364.08,11664.44
2022-07-31,PY003,LC0016,2,690.65,759.54,759.54,734.31
2022-07-31,PY003,LC0017,2,368.85,368.63,368.63,344.52
2022-07-31,PY003,LC0018,8,5033.41,5084.53,4318.16,4065.22
2022-07-31,PY003,LC0019,11,8302.23,8562.34,7452.82,7145.92
2022-07-31,PY003,LC0020,6,2440.56,2506.4,2387.6800000000003,2278.35
2022-07-31,PY003,LC0021,3,636.5999999999999,693.44,693.44,639.72
2022-07-31,PY003,LC0022,4,1489.45,1568.76,1337.76,1293.74
2022-07-31,PY003,LC0023,2,724.78,746.46,746.46,685.6
2022-07-31,PY003,LC0024,1,652.79,650.25,650.25,591.35
2022-07-31,PY003,LC0025,10,5197.9800000000005,5177.78,5177.78,4827.47
2022-07-31,PY003,LC0026,10,7209.17,7079.62,7079.62,6566.72
2022-07-31,PY003,LC0027,8,3957.46,4079.36,4079.36,3906.37
2022-07-31,PY003,LC0028,19,11631.55,11461.75,11220.05,10770.5
2022-07-31,PY003,LC0029,1,462.39,439.89,194.47,191.25
2022-07-31,PY003,LC0030,1,872.85,990.04,990.04,981.06
2022-07-31,PY003,LC0031,17,7791.33,7776.61,7776.61,7400.25
2022-07-31,PY003,LC0032,1,255.68,285.56,285.56,283.69
2022-07-31,PY003,LC0033,6,3895.9100000000003,3902.0,3615.24,3399.7799999999997
2022-07-31,PY003,LC0035,6,5770.0599999999995,5611.21,5611.21,5375.72
2022-07-31,PY003,LC0036,8,4240.84,4279.83,4279.83,4112.95
2022-07-31,PY003,LC0037,9,3669.36,3422.17,3127.36,2965.9300000000003
2022-07-31,PY003,LC0038,3,772.4,714.57,714.57,677.16
2022-07-31,PY003,LC0039,12,12459.76,12951.28,12091.89,11527.66
2022-07-31,PY003,LC0041,12,13331.9,12912.609999999999,12912.609999999999,12398.82
2022-07-31,PY003,LC0042,21,10621.77,11350.17,11350.17,10753.12
2022-07-31,PY003,LC0043,11,7369.12,7509.5,7159.91,6858.27
2022-07-31,PY003,LC0045,1,653.5,668.44,668.44,651.23
2022-07-31,PY003,LC0046,10,9916.75,10406.15,10388.42,9559.23
2022-07-31,PY003,LC0047,9,5596.3,5688.96,5688.96,5497.98
2022-07-31,PY003,LC0049,13,7489.56,6981.55,6981.55,6635.45
2022-07-31,PY003,LC0051,1,511.73,552.97,552.97,538.36
2022-07-31,PY003,LC0052,9,11809.69,12575.59,12575.59,11757.99
2022-07-31,PY004,LC0001,19,12777.34,12275.05,12213.439999999999,11494.61
2022-07-31,PY004,LC0002,1,1016.61,1073.02,1073.02,986.32
2022-07-31,PY004,LC0003,6,2836.75,2912.99,2912.99,2747.74
2022-07-31,PY004,LC0004,5,3773.72,3684.88,3684.88,3552.21
2022-07-31,PY004,LC0005,9,8015.05,8320.220000000001,8320.220000000001,7907.41
2022-07-31,PY004,LC0006,8,5781.27,5965.51,5722.91,5470.549999999999
2022-07-31,PY004,LC0007,9,6037.9,5869.44,5527.49,5144.24
2022-07-31,PY004,LC0008,3,2065.57,2158.69,2158.69,2049.92
2022-07-31,PY004,LC0009,5,7859.900000000001,7839.82,7839.82,7641.92
2022-07-31,PY004,LC0010,5,3056.97,2921.77,2921.77,2744.3799999999997
2022-07-31,PY004,LC0011,6,4588.17,4557.76,4557.76,4398.98
2022-07-31,PY004,LC0012,3,923.86,874.76,874.76,825.04
2022-07-31,PY004,LC0013,3,2440.15,2370.59,2370.59,2256.64
2022-07-31,PY004,LC0014,1,1428.14,1349.7,1349.7,1280.17
2022-07-31,PY004,LC0015,16,11901.26,12101.43,11772.59,11176.05
2022-07-31,PY004,LC0016,5,2557.63,2452.69,2356.98,2229.72
2022-07-31,PY004,LC0017,2,1389.02,1328.3200000000002,1328.3200000000002,1237.73
2022-07-31,PY004,LC0018,11,8066.67,7876.65,7876.65,7509.53
2022-07-31,PY004,LC0019,12,7016.29,7029.32,7029.32,6632.59
2022-07-31,PY004,LC0020,2,1929.1,2017.6499999999999,2017.6499999999999,1901.04
2022-07-31,PY004,LC0021,3,2959.04,2736.81,2736.81,2671.0299999999997
2022-07-31,PY004,LC0022,5,2953.99,2794.08,2794.08,2651.74
2022-07-31,PY004,LC0023,2,1732.51,1884.6699999999998,1884.6699999999998,1766.8700000000001
2022-07-31,PY004,LC0024,1,443.53,468.39,468.39,463.87
2022-07-31,PY004,LC0025,6,4986.0599999999995,5246.76,5017.179999999999,4592.46
2022-07-31,PY004,LC0026,10,20219.88,21994.64,21753.77,20411.5
2022-07-31,PY004,LC0027,9,9207.27,8939.72,8939.72,8600.61
2022-07-31,PY004,LC0028,20,9436.71,9641.86,9405.95,8881.74
2022-07-31,PY004,LC0029,3,2874.04,2666.08,2666.08,2467.47
2022-07-31,PY004,LC0030,2,1124.27,1123.72,1123.72,1094.03
2022-07-31,PY004,LC0031,6,3247.7799999999997,3158.94,3030.3199999999997,2864.02
2022-07-31,PY004,LC0032,3,3474.8599999999997,3431.55,2365.9300000000003,2242.91
2022-07-31,PY004,LC0033,2,3123.82,3443.0299999999997,3147.64,2882.23
2022-07-31,PY004,LC0034,1,200.22,199.15,59.99000000000001,54.27
2022-07-31,PY004,LC0035,3,3140.69,3415.75,3020.2,2771.93
2022-07-31,PY004,LC0037,4,1132.0,1229.52,1229.52,1144.33
2022-07-31,PY004,LC0038,3,1108.28,1117.08,1117.08,1061.9299999999998
2022-07-31,PY004,LC0039,6,4223.88,4192.139999999999,4192.139999999999,3998.4799999999996
2022-07-31,PY004,LC0041,5,10294.29,10282.04,10052.71,9586.18
2022-07-31,PY004,LC0042,14,9396.93,9574.91,9574.91,9102.47
2022-07-31,PY004,LC0043,8,4478.5,4618.99,4412.32,4139.57
2022-07-31,PY004,LC0046,17,15203.64,15145.6,13259.68,12755.470000000001
2022-07-31,PY004,LC0047,12,9942.16,10484.75,10484.75,9904.75
2022-07-31,PY004,LC0048,1,241.63,265.44,265.44,262.08
2022-07-31,PY004,LC0049,19,13425.47,13461.28,13332.37,12701.71
2022-07-31,PY004,LC0052,18,26241.12,25799.61,19117.58,18455.579999999998
2022-07-31,PY005,LC0001,15,9894.58,9660.11,9660.11,9253.3
2022-07-31,PY005,LC0002,1,127.46,121.6,121.6,116.96
2022-07-31,PY005,LC0003,5,2638.12,2628.38,2628.38,2481.1
2022-07-31,PY005,LC0004,1,952.86,979.71,979.71,917.18
2022-07-31,PY005,LC0005,11,12259.23,12571.62,12484.67,11676.1
2022-07-31,PY005,LC0006,9,3982.3900000000003,3812.03,3812.03,3653.87
2022-07-31,PY005,LC0007,2,1012.81,972.54,972.54,942.4
2022-07-31,PY005,LC0008,2,2890.35,2673.23,2673.23,2538.03
2022-07-31,PY005,LC0009,2,449.40999999999997,428.94000000000005,428.94000000000005,417.07
2022-07-31,PY005,LC0010,1,520.85,540.5,540.5,537.29
2022-07-31,PY005,LC0011,3,2898.7299999999996,3278.06,3278.06,3054.05
2022-07-31,PY005,LC0012,1,301.8,275.81,275.81,266.69
2022-07-31,PY005,LC0013,2,684.09,654.01,654.01,620.02
2022-07-31,PY005,LC0014,2,330.37,307.25,307.25,303.33
2022-07-31,PY005,LC0015,16,8370.46,8065.37,7429.45,7050.5
2022-07-31,PY005,LC0016,1,544.91,496.98,73.87,67.78
2022-07-31,PY005,LC0017,7,5302.12,5441.72,5441.72,5166.41
2022-07-31,PY005,LC0018,8,13908.54,14567.68,14567.68,14211.12
2022-07-31,PY005,LC0019,14,18826.58,19696.61,19696.61,18450.94
2022-07-31,PY005,LC0020,2,886.8800000000001,840.8,840.8,804.97
2022-07-31,PY005,LC0021,3,5128.4,4710.45,4710.45,4502.14
2022-07-31,PY005,LC0022,2,2784.26,2742.96,2742.96,2529.26
2022-07-31,PY005,LC0023,3,1487.79,1492.72,1259.98,1161.68
